shipment_id,order_code,package_code,order_date,origin_warehouse,destination_hub,destination_region,carrier,status,seller_code,shop_name,seller_region,weight_kg,pending_to_delivered_hours
SHP103414,ORD103414,PKG103414,2026-01-21,Dhaka Hub,Dhaka Hub,Dhaka,Steadfast Courier,Delivered Late,SEL1007,Delta Trading,Dhaka,10.41,27.55
SHP103415,ORD103415,PKG103415,2026-01-20,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delivered Late,SEL1034,Riverside Emporium,Dhaka,5.93,34.75
SHP103416,ORD103416,PKG103416,2026-04-23,Chattogram DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1039,Silver Depot,Dhaka,4.34,37.15
SHP103417,ORD103417,PKG103417,2026-05-18,Chattogram DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1004,Classic Mart,Rajshahi,10.9,31.12
SHP103418,ORD103418,PKG103418,2026-06-07,Dhaka Hub,Khulna Hub,Khulna,Steadfast Courier,Delivered,SEL1056,Urban Store,Khulna,4.21,28.59
SHP103419,ORD103419,PKG103419,2025-12-25,Chattogram DC,Barisal Hub,Barisal,RedX,Delivered Late,SEL1005,Delta Corner,Khulna,11.74,27.44
SHP103420,ORD103420,PKG103420,2026-01-25,Chattogram DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1041,Silver Hub,Chattogram,11.25,46.91
SHP103421,ORD103421,PKG103421,2025-12-24,Dhaka Hub,Khulna Hub,Khulna,RedX,Delivered,SEL1048,Suncity Emporium,Dhaka,3.36,30.53
SHP103422,ORD103422,PKG103422,2026-03-02,Sylhet DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1031,Prime Bazaar,Chattogram,4.22,32.71
SHP103423,ORD103423,PKG103423,2025-10-15,Chattogram DC,Chattogram Hub,Chattogram,RedX,In Transit,SEL1029,Modern Emporium,Sylhet,9.78,14.4
SHP103424,ORD103424,PKG103424,2026-01-27,Dhaka Hub,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1006,Delta Store,Rajshahi,2.51,37.67
SHP103425,ORD103425,PKG103425,2025-11-05,Sylhet DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1014,Fresh Hub,Khulna,8.84,22.52
SHP103426,ORD103426,PKG103426,2026-03-04,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered Late,SEL1051,Suncity Shop,Mymensingh,1.72,29.0
SHP103427,ORD103427,PKG103427,2026-06-22,Rajshahi DC,Mymensingh Hub,Mymensingh,eCourier,In Transit,SEL1020,Horizon Bazaar,Dhaka,2.63,43.65
SHP103428,ORD103428,PKG103428,2026-08-07,Sylhet DC,Barisal Hub,Barisal,RedX,In Transit,SEL1002,Bengal Hub,Barisal,6.11,24.85
SHP103429,ORD103429,PKG103429,2026-02-02,Rajshahi DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1043,Smart Emporium,Barisal,9.0,41.53
SHP103430,ORD103430,PKG103430,2025-09-20,Rajshahi DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1041,Silver Hub,Chattogram,8.93,35.56
SHP103431,ORD103431,PKG103431,2025-11-18,Rajshahi DC,Khulna Hub,Khulna,RedX,Delivered,SEL1003,Classic Fashion House,Sylhet,7.39,33.2
SHP103432,ORD103432,PKG103432,2025-10-07,Sylhet DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1003,Classic Fashion House,Sylhet,3.41,30.15
SHP103433,ORD103433,PKG103433,2026-05-21,Sylhet DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1006,Delta Store,Rajshahi,5.1,42.17
SHP103434,ORD103434,PKG103434,2026-08-07,Khulna DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1003,Classic Fashion House,Sylhet,3.11,24.47
SHP103435,ORD103435,PKG103435,2026-03-11,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1036,Royal Emporium,Comilla,3.47,28.9
SHP103436,ORD103436,PKG103436,2025-11-01,Rajshahi DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1007,Delta Trading,Dhaka,4.01,22.48
SHP103437,ORD103437,PKG103437,2025-09-08,Chattogram DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered Late,SEL1036,Royal Emporium,Comilla,7.27,38.34
SHP103438,ORD103438,PKG103438,2026-08-04,Dhaka Hub,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1010,Elite Gallery,Sylhet,2.65,23.96
SHP103439,ORD103439,PKG103439,2025-12-19,Chattogram DC,Dhaka Hub,Dhaka,Sundarban Courier,Returned,SEL1058,Value Mart,Comilla,0.7,28.3
SHP103440,ORD103440,PKG103440,2025-10-09,Chattogram DC,Chattogram Hub,Chattogram,Sundarban Courier,In Transit,SEL1043,Smart Emporium,Barisal,8.37,25.11
SHP103441,ORD103441,PKG103441,2025-11-01,Dhaka Hub,Khulna Hub,Khulna,RedX,Delivered,SEL1022,Horizon Depot,Sylhet,0.46,36.63
SHP103442,ORD103442,PKG103442,2025-11-28,Khulna DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1025,Metro Hub,Sylhet,11.66,32.98
SHP103443,ORD103443,PKG103443,2026-04-15,Dhaka Hub,Sylhet Hub,Sylhet,Pathao Courier,Cancelled,SEL1003,Classic Fashion House,Sylhet,4.33,31.77
SHP103444,ORD103444,PKG103444,2026-07-06,Rajshahi DC,Barisal Hub,Barisal,Steadfast Courier,Delayed,SEL1003,Classic Fashion House,Sylhet,0.28,46.15
SHP103445,ORD103445,PKG103445,2025-12-05,Sylhet DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1032,Prime Trading,Khulna,10.64,30.97
SHP103446,ORD103446,PKG103446,2026-04-26,Khulna DC,Comilla Hub,Comilla,RedX,Delivered,SEL1001,Bengal Emporium,Rangpur,7.28,22.39
SHP103447,ORD103447,PKG103447,2025-09-23,Chattogram DC,Dhaka Hub,Dhaka,RedX,Returned,SEL1038,Royal Outlet,Khulna,9.85,23.57
SHP103448,ORD103448,PKG103448,2025-09-04,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1022,Horizon Depot,Sylhet,5.33,32.48
SHP103449,ORD103449,PKG103449,2025-09-20,Dhaka Hub,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1008,Elite Depot,Chattogram,4.38,28.51
SHP103450,ORD103450,PKG103450,2026-07-17,Khulna DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1032,Prime Trading,Khulna,7.93,30.86
SHP103451,ORD103451,PKG103451,2026-03-21,Khulna DC,Rangpur Hub,Rangpur,RedX,In Transit,SEL1033,Riverside Collection,Sylhet,4.99,32.32
SHP103452,ORD103452,PKG103452,2026-06-06,Chattogram DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1044,Smart Mart,Rangpur,6.76,29.98
SHP103453,ORD103453,PKG103453,2025-09-08,Chattogram DC,Mymensingh Hub,Mymensingh,eCourier,Delivered,SEL1011,Elite Outlet,Chattogram,3.48,40.11
SHP103454,ORD103454,PKG103454,2025-09-08,Rajshahi DC,Khulna Hub,Khulna,RedX,Delivered Late,SEL1032,Prime Trading,Khulna,4.13,33.57
SHP103455,ORD103455,PKG103455,2026-06-21,Rajshahi DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1050,Suncity Retail,Chattogram,1.17,29.18
SHP103456,ORD103456,PKG103456,2025-10-06,Sylhet DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1016,Golden Hub,Comilla,9.42,23.0
SHP103457,ORD103457,PKG103457,2025-10-24,Chattogram DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1050,Suncity Retail,Chattogram,4.32,46.28
SHP103458,ORD103458,PKG103458,2026-02-27,Chattogram DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1043,Smart Emporium,Barisal,11.7,32.39
SHP103459,ORD103459,PKG103459,2026-03-29,Sylhet DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Cancelled,SEL1025,Metro Hub,Sylhet,3.27,43.92
SHP103460,ORD103460,PKG103460,2025-11-19,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1052,Trendy Collection,Rangpur,5.81,35.47
SHP103461,ORD103461,PKG103461,2026-02-01,Dhaka Hub,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1058,Value Mart,Comilla,3.81,39.83
SHP103462,ORD103462,PKG103462,2026-04-22,Dhaka Hub,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1014,Fresh Hub,Khulna,8.39,27.15
SHP103463,ORD103463,PKG103463,2026-02-01,Sylhet DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1058,Value Mart,Comilla,9.74,37.16
SHP103464,ORD103464,PKG103464,2026-01-11,Khulna DC,Narayanganj Hub,Narayanganj,eCourier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,5.95,30.19
SHP103465,ORD103465,PKG103465,2025-09-25,Dhaka Hub,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1007,Delta Trading,Dhaka,4.53,40.51
SHP103466,ORD103466,PKG103466,2026-02-04,Sylhet DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1002,Bengal Hub,Barisal,8.99,32.25
SHP103467,ORD103467,PKG103467,2026-06-05,Dhaka Hub,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1022,Horizon Depot,Sylhet,2.46,31.61
SHP103468,ORD103468,PKG103468,2026-04-05,Chattogram DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1056,Urban Store,Khulna,7.27,24.28
SHP103469,ORD103469,PKG103469,2026-07-06,Khulna DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1036,Royal Emporium,Comilla,8.86,46.4
SHP103470,ORD103470,PKG103470,2025-10-14,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1036,Royal Emporium,Comilla,3.38,18.49
SHP103471,ORD103471,PKG103471,2025-09-04,Chattogram DC,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1005,Delta Corner,Khulna,7.94,30.89
SHP103472,ORD103472,PKG103472,2026-03-09,Rajshahi DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1030,Nova Retail,Dhaka,8.88,35.71
SHP103473,ORD103473,PKG103473,2025-11-01,Dhaka Hub,Mymensingh Hub,Mymensingh,RedX,Delayed,SEL1022,Horizon Depot,Sylhet,1.59,34.36
SHP103474,ORD103474,PKG103474,2026-03-25,Dhaka Hub,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1028,Modern Depot,Khulna,4.02,29.06
SHP103475,ORD103475,PKG103475,2026-07-10,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered Late,SEL1015,Fresh Trading,Dhaka,4.99,37.46
SHP103476,ORD103476,PKG103476,2025-12-26,Sylhet DC,Narayanganj Hub,Narayanganj,Steadfast Courier,In Transit,SEL1012,Elite Traders,Dhaka,9.36,29.64
SHP103477,ORD103477,PKG103477,2026-03-10,Dhaka Hub,Narayanganj Hub,Narayanganj,eCourier,In Transit,SEL1057,Value Hub,Dhaka,6.9,44.99
SHP103478,ORD103478,PKG103478,2026-04-24,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,In Transit,SEL1033,Riverside Collection,Sylhet,5.5,48.74
SHP103479,ORD103479,PKG103479,2025-10-22,Sylhet DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1024,Metro Bazaar,Dhaka,3.96,27.5
SHP103480,ORD103480,PKG103480,2026-07-08,Chattogram DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1004,Classic Mart,Rajshahi,0.25,31.72
SHP103481,ORD103481,PKG103481,2025-11-10,Sylhet DC,Narayanganj Hub,Narayanganj,eCourier,Delivered Late,SEL1045,Smart Store,Dhaka,0.44,36.56
SHP103482,ORD103482,PKG103482,2026-06-07,Khulna DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1028,Modern Depot,Khulna,3.04,31.73
SHP103483,ORD103483,PKG103483,2026-04-17,Chattogram DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1023,Horizon Shop,Rangpur,1.58,40.0
SHP103484,ORD103484,PKG103484,2025-10-19,Rajshahi DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1040,Silver Emporium,Barisal,1.61,32.93
SHP103485,ORD103485,PKG103485,2026-05-09,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1007,Delta Trading,Dhaka,7.31,35.13
SHP103486,ORD103486,PKG103486,2025-11-07,Rajshahi DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1031,Prime Bazaar,Chattogram,7.34,36.13
SHP103487,ORD103487,PKG103487,2026-03-27,Dhaka Hub,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,0.73,28.76
SHP103488,ORD103488,PKG103488,2026-07-30,Chattogram DC,Barisal Hub,Barisal,Steadfast Courier,Delivered,SEL1027,Modern Corner,Comilla,7.21,31.3
SHP103489,ORD103489,PKG103489,2026-07-27,Khulna DC,Chattogram Hub,Chattogram,Pathao Courier,In Transit,SEL1000,Bengal Bazaar,Mymensingh,1.92,37.8
SHP103490,ORD103490,PKG103490,2026-06-29,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1013,Elite Trading,Dhaka,4.65,30.69
SHP103491,ORD103491,PKG103491,2026-02-18,Chattogram DC,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1003,Classic Fashion House,Sylhet,11.88,44.52
SHP103492,ORD103492,PKG103492,2026-03-13,Rajshahi DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1030,Nova Retail,Dhaka,6.36,21.69
SHP103493,ORD103493,PKG103493,2025-12-13,Dhaka Hub,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,0.6,39.09
SHP103494,ORD103494,PKG103494,2026-07-16,Sylhet DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1007,Delta Trading,Dhaka,4.3,37.94
SHP103495,ORD103495,PKG103495,2026-02-13,Chattogram DC,Rajshahi Hub,Rajshahi,eCourier,Delivered Late,SEL1041,Silver Hub,Chattogram,8.12,36.95
SHP103496,ORD103496,PKG103496,2026-05-25,Sylhet DC,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1010,Elite Gallery,Sylhet,2.85,30.29
SHP103497,ORD103497,PKG103497,2026-01-03,Rajshahi DC,Dhaka Hub,Dhaka,Steadfast Courier,In Transit,SEL1020,Horizon Bazaar,Dhaka,11.58,35.21
SHP103498,ORD103498,PKG103498,2026-05-15,Khulna DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1059,Value Store,Dhaka,5.22,42.67
SHP103499,ORD103499,PKG103499,2025-11-17,Khulna DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1003,Classic Fashion House,Sylhet,0.45,39.59
SHP103500,ORD103500,PKG103500,2026-05-12,Chattogram DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1014,Fresh Hub,Khulna,6.58,35.53
SHP103501,ORD103501,PKG103501,2025-09-16,Rajshahi DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1019,Green Fashion House,Rajshahi,8.18,39.85
SHP103502,ORD103502,PKG103502,2025-10-07,Sylhet DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1030,Nova Retail,Dhaka,5.58,30.71
SHP103503,ORD103503,PKG103503,2025-12-31,Khulna DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1014,Fresh Hub,Khulna,11.15,25.12
SHP103504,ORD103504,PKG103504,2026-02-14,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1058,Value Mart,Comilla,10.84,36.63
SHP103505,ORD103505,PKG103505,2026-05-05,Khulna DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,1.84,32.85
SHP103506,ORD103506,PKG103506,2026-01-03,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered Late,SEL1056,Urban Store,Khulna,1.14,45.12
SHP103507,ORD103507,PKG103507,2025-09-07,Sylhet DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Delivered,SEL1032,Prime Trading,Khulna,3.89,31.08
SHP103508,ORD103508,PKG103508,2025-12-22,Khulna DC,Barisal Hub,Barisal,RedX,Delivered,SEL1002,Bengal Hub,Barisal,7.38,37.73
SHP103509,ORD103509,PKG103509,2026-01-30,Rajshahi DC,Rajshahi Hub,Rajshahi,RedX,Delivered Late,SEL1006,Delta Store,Rajshahi,7.3,17.05
SHP103510,ORD103510,PKG103510,2026-03-08,Chattogram DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1006,Delta Store,Rajshahi,3.41,30.23
SHP103511,ORD103511,PKG103511,2026-04-11,Sylhet DC,Sylhet Hub,Sylhet,eCourier,Delivered,SEL1017,Golden Outlet,Khulna,11.42,28.23
SHP103512,ORD103512,PKG103512,2025-11-25,Dhaka Hub,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1019,Green Fashion House,Rajshahi,3.83,21.96
SHP103513,ORD103513,PKG103513,2026-03-31,Chattogram DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1038,Royal Outlet,Khulna,9.69,26.73
SHP103514,ORD103514,PKG103514,2026-04-07,Khulna DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered Late,SEL1018,Golden Store,Chattogram,10.02,47.89
SHP103515,ORD103515,PKG103515,2026-05-27,Khulna DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1043,Smart Emporium,Barisal,1.36,51.17
SHP103516,ORD103516,PKG103516,2026-02-28,Chattogram DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1017,Golden Outlet,Khulna,2.94,31.66
SHP103517,ORD103517,PKG103517,2026-06-08,Sylhet DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delivered,SEL1015,Fresh Trading,Dhaka,2.74,51.25
SHP103518,ORD103518,PKG103518,2025-11-16,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1016,Golden Hub,Comilla,11.05,28.32
SHP103519,ORD103519,PKG103519,2026-05-05,Dhaka Hub,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1019,Green Fashion House,Rajshahi,4.34,41.74
SHP103520,ORD103520,PKG103520,2025-09-16,Dhaka Hub,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1050,Suncity Retail,Chattogram,10.07,35.44
SHP103521,ORD103521,PKG103521,2025-10-06,Chattogram DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1014,Fresh Hub,Khulna,5.84,35.7
SHP103522,ORD103522,PKG103522,2026-06-27,Khulna DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1016,Golden Hub,Comilla,5.6,27.56
SHP103523,ORD103523,PKG103523,2026-02-12,Chattogram DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1057,Value Hub,Dhaka,10.86,31.08
SHP103524,ORD103524,PKG103524,2026-04-03,Rajshahi DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered Late,SEL1039,Silver Depot,Dhaka,5.4,35.74
SHP103525,ORD103525,PKG103525,2026-03-28,Rajshahi DC,Dhaka Hub,Dhaka,eCourier,In Transit,SEL1011,Elite Outlet,Chattogram,8.99,36.5
SHP103526,ORD103526,PKG103526,2026-04-29,Sylhet DC,Comilla Hub,Comilla,eCourier,Delivered,SEL1052,Trendy Collection,Rangpur,5.21,23.67
SHP103527,ORD103527,PKG103527,2025-11-24,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,In Transit,SEL1010,Elite Gallery,Sylhet,1.4,23.44
SHP103528,ORD103528,PKG103528,2025-11-01,Dhaka Hub,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1009,Elite Emporium,Dhaka,0.83,27.07
SHP103529,ORD103529,PKG103529,2025-09-15,Rajshahi DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered Late,SEL1026,Metro Outlet,Sylhet,2.66,27.59
SHP103530,ORD103530,PKG103530,2026-06-27,Rajshahi DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered Late,SEL1041,Silver Hub,Chattogram,8.72,37.39
SHP103531,ORD103531,PKG103531,2025-11-17,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,In Transit,SEL1011,Elite Outlet,Chattogram,4.61,28.56
SHP103532,ORD103532,PKG103532,2026-03-19,Sylhet DC,Khulna Hub,Khulna,Steadfast Courier,Delivered Late,SEL1045,Smart Store,Dhaka,5.56,46.04
SHP103533,ORD103533,PKG103533,2026-02-05,Khulna DC,Rangpur Hub,Rangpur,Pathao Courier,Delayed,SEL1009,Elite Emporium,Dhaka,1.4,22.75
SHP103534,ORD103534,PKG103534,2025-10-27,Khulna DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1046,Smart Traders,Comilla,7.55,34.65
SHP103535,ORD103535,PKG103535,2026-01-22,Dhaka Hub,Rajshahi Hub,Rajshahi,eCourier,Cancelled,SEL1005,Delta Corner,Khulna,9.68,34.14
SHP103536,ORD103536,PKG103536,2025-09-29,Khulna DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1027,Modern Corner,Comilla,7.57,40.83
SHP103537,ORD103537,PKG103537,2025-11-01,Rajshahi DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1038,Royal Outlet,Khulna,11.82,31.11
SHP103538,ORD103538,PKG103538,2025-10-19,Khulna DC,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1015,Fresh Trading,Dhaka,0.39,36.12
SHP103539,ORD103539,PKG103539,2026-06-13,Sylhet DC,Rajshahi Hub,Rajshahi,Steadfast Courier,Delivered,SEL1036,Royal Emporium,Comilla,0.38,34.78
SHP103540,ORD103540,PKG103540,2026-03-16,Sylhet DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1041,Silver Hub,Chattogram,6.1,17.09
SHP103541,ORD103541,PKG103541,2026-07-18,Chattogram DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1039,Silver Depot,Dhaka,3.34,33.84
SHP103542,ORD103542,PKG103542,2026-01-29,Khulna DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1023,Horizon Shop,Rangpur,8.3,23.38
SHP103543,ORD103543,PKG103543,2025-11-09,Chattogram DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1046,Smart Traders,Comilla,9.56,26.29
SHP103544,ORD103544,PKG103544,2026-03-30,Chattogram DC,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1043,Smart Emporium,Barisal,1.41,29.17
SHP103545,ORD103545,PKG103545,2026-07-19,Chattogram DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1019,Green Fashion House,Rajshahi,11.02,24.81
SHP103546,ORD103546,PKG103546,2026-03-04,Chattogram DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1044,Smart Mart,Rangpur,0.55,37.9
SHP103547,ORD103547,PKG103547,2025-09-07,Chattogram DC,Comilla Hub,Comilla,Sundarban Courier,Delivered Late,SEL1055,Urban Collection,Chattogram,8.32,36.14
SHP103548,ORD103548,PKG103548,2025-12-15,Dhaka Hub,Comilla Hub,Comilla,Steadfast Courier,Delivered,SEL1049,Suncity Gallery,Khulna,4.74,27.79
SHP103549,ORD103549,PKG103549,2026-07-18,Khulna DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1043,Smart Emporium,Barisal,8.08,20.8
SHP103550,ORD103550,PKG103550,2026-02-27,Sylhet DC,Rajshahi Hub,Rajshahi,Pathao Courier,Returned,SEL1045,Smart Store,Dhaka,1.35,21.88
SHP103551,ORD103551,PKG103551,2026-07-27,Rajshahi DC,Sylhet Hub,Sylhet,Steadfast Courier,In Transit,SEL1048,Suncity Emporium,Dhaka,11.26,36.52
SHP103552,ORD103552,PKG103552,2026-02-24,Dhaka Hub,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1017,Golden Outlet,Khulna,11.26,27.09
SHP103553,ORD103553,PKG103553,2025-09-05,Khulna DC,Comilla Hub,Comilla,Steadfast Courier,Delivered,SEL1043,Smart Emporium,Barisal,6.33,34.59
SHP103554,ORD103554,PKG103554,2026-06-30,Dhaka Hub,Barisal Hub,Barisal,RedX,Delivered,SEL1011,Elite Outlet,Chattogram,6.21,34.94
SHP103555,ORD103555,PKG103555,2026-05-23,Sylhet DC,Rangpur Hub,Rangpur,RedX,In Transit,SEL1021,Horizon Collection,Narayanganj,7.69,31.87
SHP103556,ORD103556,PKG103556,2026-05-06,Sylhet DC,Rajshahi Hub,Rajshahi,eCourier,In Transit,SEL1056,Urban Store,Khulna,7.04,31.59
SHP103557,ORD103557,PKG103557,2026-08-02,Sylhet DC,Mymensingh Hub,Mymensingh,eCourier,In Transit,SEL1016,Golden Hub,Comilla,6.61,28.1
SHP103558,ORD103558,PKG103558,2025-11-07,Khulna DC,Mymensingh Hub,Mymensingh,Pathao Courier,Cancelled,SEL1050,Suncity Retail,Chattogram,7.15,29.68
SHP103559,ORD103559,PKG103559,2026-07-11,Rajshahi DC,Barisal Hub,Barisal,Steadfast Courier,Delivered Late,SEL1025,Metro Hub,Sylhet,10.33,38.37
SHP103560,ORD103560,PKG103560,2025-11-20,Chattogram DC,Narayanganj Hub,Narayanganj,Steadfast Courier,Delivered,SEL1012,Elite Traders,Dhaka,7.41,42.8
SHP103561,ORD103561,PKG103561,2026-08-02,Rajshahi DC,Comilla Hub,Comilla,Steadfast Courier,Delivered,SEL1005,Delta Corner,Khulna,2.51,28.94
SHP103562,ORD103562,PKG103562,2025-11-06,Dhaka Hub,Chattogram Hub,Chattogram,RedX,Delivered,SEL1032,Prime Trading,Khulna,10.98,34.83
SHP103563,ORD103563,PKG103563,2026-03-10,Chattogram DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1027,Modern Corner,Comilla,2.75,35.75
SHP103564,ORD103564,PKG103564,2026-06-01,Chattogram DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1030,Nova Retail,Dhaka,2.15,27.96
SHP103565,ORD103565,PKG103565,2025-09-28,Rajshahi DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1002,Bengal Hub,Barisal,11.97,20.18
SHP103566,ORD103566,PKG103566,2025-09-24,Dhaka Hub,Khulna Hub,Khulna,Sundarban Courier,Delivered Late,SEL1016,Golden Hub,Comilla,2.72,38.45
SHP103567,ORD103567,PKG103567,2026-06-22,Chattogram DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1000,Bengal Bazaar,Mymensingh,1.38,26.54
SHP103568,ORD103568,PKG103568,2025-09-21,Sylhet DC,Rangpur Hub,Rangpur,RedX,In Transit,SEL1018,Golden Store,Chattogram,6.83,30.39
SHP103569,ORD103569,PKG103569,2026-04-01,Rajshahi DC,Chattogram Hub,Chattogram,Sundarban Courier,Delayed,SEL1055,Urban Collection,Chattogram,9.96,41.41
SHP103570,ORD103570,PKG103570,2026-07-22,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1009,Elite Emporium,Dhaka,0.92,45.78
SHP103571,ORD103571,PKG103571,2026-04-01,Rajshahi DC,Comilla Hub,Comilla,RedX,Delivered,SEL1041,Silver Hub,Chattogram,5.98,22.18
