shipment_id,request_date,origin_hub,carrier,pickup_status,pickup_duration_hours
SHP103401,2026-04-10,Barisal Hub,Pathao Courier,Completed,4.71
SHP103402,2025-12-17,Chattogram Hub,RedX,Failed,3.84
SHP103403,2025-11-09,Rajshahi Hub,Pathao Courier,Completed,1.03
SHP103404,2025-09-06,Khulna Hub,Pathao Courier,Completed,1.04
SHP103405,2026-07-05,Rajshahi Hub,eCourier,Failed,3.09
SHP103406,2026-06-17,Barisal Hub,eCourier,Completed,3.23
SHP103407,2026-06-08,Khulna Hub,eCourier,Completed,2.55
SHP103408,2025-09-21,Barisal Hub,Pathao Courier,Completed,1.76
SHP103409,2025-12-30,Dhaka Hub,RedX,Completed,1.68
SHP103410,2026-08-03,Barisal Hub,Sundarban Courier,Completed,5.03
SHP103411,2026-03-20,Sylhet Hub,Steadfast Courier,Completed,3.19
SHP103412,2025-10-15,Narayanganj Hub,RedX,Completed,1.23
SHP103413,2025-10-19,Mymensingh Hub,Steadfast Courier,Completed,2.1
SHP103414,2025-12-01,Dhaka Hub,Pathao Courier,Completed,2.15
SHP103415,2026-08-03,Rangpur Hub,Sundarban Courier,Completed,2.99
SHP103416,2025-10-29,Rajshahi Hub,eCourier,Completed,1.46
SHP103417,2026-07-10,Barisal Hub,Sundarban Courier,Completed,4.67
SHP103418,2026-04-23,Dhaka Hub,RedX,Completed,1.6
SHP103419,2026-07-16,Rangpur Hub,RedX,Completed,2.42
SHP103420,2026-06-13,Dhaka Hub,Steadfast Courier,Failed,1.68
SHP103421,2025-12-24,Comilla Hub,Pathao Courier,Completed,3.21
SHP103422,2026-06-14,Sylhet Hub,Steadfast Courier,Completed,4.06
SHP103423,2025-10-29,Dhaka Hub,Sundarban Courier,Completed,2.58
SHP103424,2025-12-10,Barisal Hub,Sundarban Courier,Completed,4.61
SHP103425,2025-11-13,Chattogram Hub,RedX,Completed,4.61
SHP103426,2025-10-17,Dhaka Hub,Pathao Courier,Cancelled,
SHP103427,2025-10-02,Rajshahi Hub,Steadfast Courier,Completed,3.5
SHP103428,2025-11-04,Chattogram Hub,Steadfast Courier,Completed,4.5
SHP103429,2025-10-12,Dhaka Hub,Steadfast Courier,Completed,1.98
SHP103430,2026-01-10,Rajshahi Hub,Steadfast Courier,Completed,2.85
SHP103431,2025-09-25,Chattogram Hub,RedX,Completed,4.65
SHP103432,2025-09-22,Dhaka Hub,Sundarban Courier,Completed,3.26
SHP103433,2026-08-09,Dhaka Hub,eCourier,Pending,
SHP103434,2025-10-01,Sylhet Hub,Pathao Courier,Pending,
SHP103435,2025-09-26,Khulna Hub,eCourier,Completed,3.17
SHP103436,2025-09-11,Sylhet Hub,Sundarban Courier,Completed,4.4
SHP103437,2025-10-16,Comilla Hub,RedX,Pending,
SHP103438,2026-03-02,Chattogram Hub,Sundarban Courier,Completed,4.46
SHP103439,2026-06-14,Mymensingh Hub,Sundarban Courier,Completed,2.57
SHP103440,2026-05-13,Sylhet Hub,Pathao Courier,Completed,3.45
SHP103441,2026-03-20,Barisal Hub,Sundarban Courier,Completed,4.67
SHP103442,2025-09-30,Khulna Hub,Sundarban Courier,Completed,2.58
SHP103443,2026-05-26,Dhaka Hub,Pathao Courier,Completed,0.5
SHP103444,2025-09-13,Sylhet Hub,Pathao Courier,Cancelled,
SHP103445,2026-04-07,Barisal Hub,RedX,Completed,3.08
SHP103446,2026-01-20,Dhaka Hub,Sundarban Courier,Completed,2.96
SHP103447,2026-07-03,Chattogram Hub,eCourier,Completed,4.14
SHP103448,2025-12-16,Barisal Hub,Pathao Courier,Failed,3.32
SHP103449,2026-04-09,Barisal Hub,RedX,Completed,4.23
SHP103450,2026-01-31,Khulna Hub,Pathao Courier,Completed,1.92
SHP103451,2026-02-28,Barisal Hub,RedX,Completed,3.37
SHP103452,2026-07-22,Mymensingh Hub,RedX,Completed,3.11
SHP103453,2026-05-05,Khulna Hub,RedX,Completed,1.41
SHP103454,2026-01-22,Barisal Hub,Sundarban Courier,Completed,5.63
SHP103455,2026-02-02,Dhaka Hub,RedX,Completed,2.69
SHP103456,2026-05-02,Dhaka Hub,Pathao Courier,Completed,1.91
SHP103457,2025-12-29,Rajshahi Hub,Sundarban Courier,Completed,1.15
SHP103458,2025-10-29,Rajshahi Hub,Sundarban Courier,Completed,3.9
SHP103459,2026-02-09,Chattogram Hub,RedX,Completed,4.7
SHP103460,2025-09-24,Rajshahi Hub,Sundarban Courier,Completed,2.44
SHP103461,2025-10-29,Dhaka Hub,eCourier,Completed,3.76
SHP103462,2026-01-24,Rangpur Hub,Sundarban Courier,Completed,2.06
SHP103463,2026-06-03,Chattogram Hub,Pathao Courier,Completed,3.87
SHP103464,2026-05-29,Khulna Hub,Pathao Courier,Completed,2.14
SHP103465,2025-11-30,Narayanganj Hub,Pathao Courier,Completed,1.23
SHP103466,2026-01-24,Khulna Hub,RedX,Pending,
SHP103467,2025-10-24,Khulna Hub,eCourier,Completed,2.62
SHP103468,2026-05-20,Dhaka Hub,eCourier,Completed,1.64
SHP103469,2025-11-25,Dhaka Hub,Sundarban Courier,Failed,3.3
SHP103470,2026-06-04,Comilla Hub,Pathao Courier,Completed,1.87
SHP103471,2026-06-19,Mymensingh Hub,Steadfast Courier,Completed,2.02
SHP103472,2026-04-27,Mymensingh Hub,Pathao Courier,Completed,3.05
SHP103473,2025-12-24,Narayanganj Hub,Sundarban Courier,Cancelled,
SHP103474,2026-07-27,Dhaka Hub,eCourier,Completed,0.89
SHP103475,2026-04-26,Rangpur Hub,Sundarban Courier,Completed,3.06
SHP103476,2026-04-12,Dhaka Hub,Pathao Courier,Completed,2.2
SHP103477,2026-06-24,Rajshahi Hub,Pathao Courier,Completed,2.03
SHP103478,2026-07-02,Barisal Hub,RedX,Completed,3.71
SHP103479,2025-09-27,Barisal Hub,Pathao Courier,Failed,3.58
SHP103480,2026-07-03,Dhaka Hub,RedX,Completed,1.59
SHP103481,2026-05-23,Comilla Hub,Sundarban Courier,Completed,3.61
SHP103482,2025-11-11,Khulna Hub,Sundarban Courier,Failed,3.34
SHP103483,2025-12-16,Comilla Hub,Pathao Courier,Completed,2.65
SHP103484,2026-05-19,Sylhet Hub,eCourier,Failed,3.63
SHP103485,2025-11-14,Chattogram Hub,Sundarban Courier,Failed,5.09
SHP103486,2026-02-04,Comilla Hub,eCourier,Completed,2.81
SHP103487,2026-04-27,Mymensingh Hub,Sundarban Courier,Completed,2.51
SHP103488,2026-04-14,Dhaka Hub,Pathao Courier,Completed,2.46
SHP103489,2026-07-12,Sylhet Hub,Sundarban Courier,Completed,4.67
SHP103490,2025-10-09,Dhaka Hub,RedX,Completed,2.4
SHP103491,2025-12-12,Mymensingh Hub,Sundarban Courier,Completed,3.15
SHP103492,2026-08-07,Sylhet Hub,eCourier,Completed,2.17
SHP103493,2026-03-16,Dhaka Hub,Steadfast Courier,Completed,2.99
SHP103494,2025-11-26,Dhaka Hub,eCourier,Completed,1.8
SHP103495,2025-12-10,Chattogram Hub,RedX,Completed,4.25
SHP103496,2025-12-27,Chattogram Hub,RedX,Completed,2.51
SHP103497,2026-03-11,Narayanganj Hub,RedX,Completed,3.16
SHP103498,2025-12-08,Narayanganj Hub,Sundarban Courier,Completed,1.36
SHP103499,2026-04-04,Sylhet Hub,eCourier,Failed,3.97
SHP103500,2026-02-02,Comilla Hub,eCourier,Completed,2.48
SHP103501,2026-03-31,Rangpur Hub,Pathao Courier,Completed,2.75
SHP103502,2025-10-24,Rangpur Hub,Steadfast Courier,Failed,3.91
SHP103503,2026-04-04,Dhaka Hub,eCourier,Completed,2.64
SHP103504,2026-07-17,Rangpur Hub,Sundarban Courier,Failed,3.9
SHP103505,2025-10-17,Narayanganj Hub,Steadfast Courier,Completed,3.48
SHP103506,2025-12-23,Mymensingh Hub,Pathao Courier,Completed,1.61
SHP103507,2026-04-28,Khulna Hub,Pathao Courier,Completed,2.52
SHP103508,2026-04-02,Dhaka Hub,Sundarban Courier,Completed,3.79
SHP103509,2026-04-22,Chattogram Hub,RedX,Failed,3.71
SHP103510,2026-03-13,Rajshahi Hub,Sundarban Courier,Pending,
SHP103511,2026-04-25,Dhaka Hub,Steadfast Courier,Completed,2.72
SHP103512,2026-03-30,Chattogram Hub,Pathao Courier,Pending,
SHP103513,2025-09-26,Barisal Hub,Sundarban Courier,Completed,4.75
SHP103514,2026-05-18,Comilla Hub,RedX,Completed,1.84
SHP103515,2026-02-02,Barisal Hub,Pathao Courier,Completed,3.46
SHP103516,2025-09-18,Rajshahi Hub,eCourier,Completed,2.46
SHP103517,2026-01-20,Dhaka Hub,Sundarban Courier,Completed,2.49
SHP103518,2026-01-29,Barisal Hub,Steadfast Courier,Completed,4.58
SHP103519,2025-10-01,Mymensingh Hub,RedX,Completed,1.57
SHP103520,2026-08-11,Sylhet Hub,Pathao Courier,Completed,2.68
SHP103521,2025-11-16,Comilla Hub,Pathao Courier,Failed,1.51
SHP103522,2025-12-24,Chattogram Hub,Pathao Courier,Completed,3.62
SHP103523,2026-01-31,Rajshahi Hub,Steadfast Courier,Completed,2.33
SHP103524,2026-06-16,Mymensingh Hub,RedX,Completed,2.43
SHP103525,2026-05-16,Comilla Hub,Sundarban Courier,Failed,2.26
SHP103526,2026-05-25,Sylhet Hub,Pathao Courier,Completed,2.03
SHP103527,2025-11-22,Sylhet Hub,Steadfast Courier,Completed,2.27
SHP103528,2026-06-20,Narayanganj Hub,Pathao Courier,Completed,2.49
SHP103529,2026-06-15,Sylhet Hub,eCourier,Failed,4.47
SHP103530,2026-02-08,Dhaka Hub,eCourier,Completed,3.14
SHP103531,2026-03-08,Sylhet Hub,Sundarban Courier,Completed,3.93
SHP103532,2025-09-13,Rajshahi Hub,RedX,Failed,2.17
SHP103533,2026-05-22,Rangpur Hub,Pathao Courier,Completed,0.86
SHP103534,2026-07-30,Dhaka Hub,Sundarban Courier,Failed,3.96
SHP103535,2026-02-11,Khulna Hub,Steadfast Courier,Completed,3.33
SHP103536,2026-03-07,Rajshahi Hub,RedX,Pending,
SHP103537,2026-02-20,Barisal Hub,eCourier,Failed,3.22
SHP103538,2025-09-29,Dhaka Hub,RedX,Completed,1.75
SHP103539,2026-04-03,Rangpur Hub,Pathao Courier,Pending,
SHP103540,2026-05-08,Rangpur Hub,eCourier,Completed,4.02
SHP103541,2026-07-19,Dhaka Hub,RedX,Completed,2.71
SHP103542,2026-07-19,Rangpur Hub,Pathao Courier,Completed,2.3
SHP103543,2026-02-18,Rajshahi Hub,Sundarban Courier,Completed,3.34
SHP103544,2026-07-29,Sylhet Hub,RedX,Completed,2.39
SHP103545,2026-03-02,Rangpur Hub,eCourier,Failed,1.86
SHP103546,2026-04-11,Dhaka Hub,Pathao Courier,Completed,2.08
SHP103547,2026-03-28,Chattogram Hub,Steadfast Courier,Completed,3.28
SHP103548,2026-08-12,Comilla Hub,Sundarban Courier,Completed,1.94
SHP103549,2026-05-14,Dhaka Hub,Pathao Courier,Cancelled,
SHP103550,2025-10-12,Comilla Hub,Pathao Courier,Completed,2.16
SHP103551,2025-09-25,Rajshahi Hub,eCourier,Pending,
SHP103552,2026-01-20,Dhaka Hub,Sundarban Courier,Pending,
SHP103553,2026-02-26,Dhaka Hub,Sundarban Courier,Completed,3.1
SHP103554,2026-04-20,Dhaka Hub,Pathao Courier,Completed,1.97
SHP103555,2026-02-14,Rangpur Hub,RedX,Completed,2.39
SHP103556,2026-02-26,Dhaka Hub,eCourier,Completed,2.36
SHP103557,2026-07-16,Khulna Hub,Sundarban Courier,Completed,4.23
SHP103558,2025-12-25,Mymensingh Hub,Steadfast Courier,Completed,3.2
SHP103559,2026-02-18,Comilla Hub,Pathao Courier,Failed,2.42
SHP103560,2026-03-12,Mymensingh Hub,Pathao Courier,Completed,1.47
SHP103561,2026-02-10,Khulna Hub,RedX,Failed,1.75
SHP103562,2026-08-01,Dhaka Hub,eCourier,Completed,1.57
SHP103563,2026-07-30,Chattogram Hub,Pathao Courier,Pending,
SHP103564,2026-02-25,Chattogram Hub,RedX,Completed,3.93
SHP103565,2026-02-03,Narayanganj Hub,Sundarban Courier,Completed,2.48
SHP103566,2026-03-23,Rangpur Hub,RedX,Completed,2.17
SHP103567,2025-11-02,Chattogram Hub,RedX,Completed,4.29
SHP103568,2026-01-26,Chattogram Hub,Steadfast Courier,Completed,4.46
SHP103569,2025-11-15,Dhaka Hub,Sundarban Courier,Completed,2.88
SHP103570,2025-10-20,Chattogram Hub,RedX,Completed,3.38
SHP103571,2025-10-03,Dhaka Hub,RedX,Pending,
SHP103572,2026-03-23,Mymensingh Hub,Sundarban Courier,Cancelled,
SHP103573,2025-09-01,Khulna Hub,Pathao Courier,Failed,2.47
SHP103574,2026-04-12,Rajshahi Hub,Steadfast Courier,Completed,2.26
SHP103575,2026-01-28,Dhaka Hub,Pathao Courier,Completed,1.23
SHP103576,2026-01-05,Sylhet Hub,eCourier,Failed,4.08
SHP103577,2026-05-25,Sylhet Hub,Pathao Courier,Completed,3.45
SHP103578,2026-03-06,Dhaka Hub,eCourier,Completed,1.37
SHP103579,2026-05-12,Dhaka Hub,Pathao Courier,Completed,2.02
SHP103580,2026-05-04,Rajshahi Hub,Steadfast Courier,Completed,2.67
SHP103581,2025-09-12,Khulna Hub,RedX,Completed,1.96
SHP103582,2025-11-14,Rajshahi Hub,Pathao Courier,Completed,3.47
SHP103583,2026-03-17,Comilla Hub,RedX,Failed,3.28
SHP103584,2026-08-04,Narayanganj Hub,RedX,Completed,1.17
SHP103585,2025-10-24,Mymensingh Hub,Sundarban Courier,Completed,2.55
SHP103586,2025-10-07,Dhaka Hub,Pathao Courier,Completed,2.8
SHP103587,2026-07-23,Chattogram Hub,eCourier,Completed,4.22
SHP103588,2026-08-01,Rangpur Hub,eCourier,Completed,3.35
SHP103589,2025-10-28,Comilla Hub,Sundarban Courier,Completed,2.67
SHP103590,2026-01-17,Comilla Hub,Steadfast Courier,Cancelled,
SHP103591,2026-04-05,Barisal Hub,Pathao Courier,Completed,3.78
SHP103592,2025-11-07,Mymensingh Hub,Pathao Courier,Completed,1.81
SHP103593,2025-12-22,Dhaka Hub,RedX,Completed,3.81
SHP103594,2026-01-15,Chattogram Hub,Pathao Courier,Completed,4.33
SHP103595,2026-04-10,Dhaka Hub,Pathao Courier,Completed,1.38
SHP103596,2025-12-16,Chattogram Hub,RedX,Completed,3.94
SHP103597,2026-01-21,Rangpur Hub,Sundarban Courier,Completed,3.19
SHP103598,2025-12-10,Dhaka Hub,Pathao Courier,Completed,2.49
SHP103599,2026-05-21,Rangpur Hub,eCourier,Completed,2.33
SHP103600,2025-10-23,Rangpur Hub,RedX,Failed,2.51
SHP103601,2025-11-19,Mymensingh Hub,eCourier,Cancelled,
SHP103602,2025-11-26,Narayanganj Hub,RedX,Completed,2.62
SHP103603,2026-07-11,Rangpur Hub,Sundarban Courier,Completed,4.0
SHP103604,2026-07-24,Barisal Hub,Pathao Courier,Completed,5.48
SHP103605,2026-02-21,Rangpur Hub,eCourier,Completed,2.51
SHP103606,2025-10-25,Dhaka Hub,Pathao Courier,Completed,3.39
SHP103607,2026-05-20,Barisal Hub,Pathao Courier,Completed,3.5
SHP103608,2026-02-18,Comilla Hub,eCourier,Completed,2.46
SHP103609,2026-06-22,Sylhet Hub,eCourier,Completed,3.74
SHP103610,2026-01-03,Dhaka Hub,RedX,Completed,2.64
SHP103611,2026-08-12,Chattogram Hub,Pathao Courier,Completed,3.41
SHP103612,2026-06-07,Dhaka Hub,Pathao Courier,Completed,0.75
SHP103613,2025-11-17,Rajshahi Hub,Sundarban Courier,Pending,
SHP103614,2026-05-10,Mymensingh Hub,eCourier,Completed,2.54
SHP103615,2025-12-09,Dhaka Hub,Sundarban Courier,Completed,2.47
SHP103616,2025-12-31,Sylhet Hub,Pathao Courier,Cancelled,
SHP103617,2025-11-26,Barisal Hub,Pathao Courier,Completed,3.58
SHP103618,2026-04-25,Comilla Hub,RedX,Completed,3.12
SHP103619,2025-11-30,Dhaka Hub,RedX,Completed,1.38
SHP103620,2026-04-10,Khulna Hub,Pathao Courier,Completed,2.46
SHP103621,2026-03-21,Dhaka Hub,Pathao Courier,Completed,3.67
SHP103622,2026-05-18,Chattogram Hub,Pathao Courier,Completed,4.33
SHP103623,2026-08-10,Chattogram Hub,Pathao Courier,Completed,3.67
SHP103624,2025-09-04,Dhaka Hub,RedX,Completed,1.94
SHP103625,2026-08-09,Dhaka Hub,Pathao Courier,Pending,
SHP103626,2025-10-08,Chattogram Hub,RedX,Completed,3.52
SHP103627,2026-03-02,Dhaka Hub,eCourier,Pending,
SHP103628,2025-12-27,Comilla Hub,Steadfast Courier,Completed,2.42
SHP103629,2026-04-10,Narayanganj Hub,Steadfast Courier,Completed,2.34
SHP103630,2026-05-08,Mymensingh Hub,Pathao Courier,Completed,0.93
SHP103631,2026-06-25,Dhaka Hub,Pathao Courier,Pending,
SHP103632,2026-01-18,Chattogram Hub,Sundarban Courier,Completed,6.8
SHP103633,2026-07-20,Sylhet Hub,eCourier,Completed,2.8
SHP103634,2025-12-21,Chattogram Hub,Pathao Courier,Completed,4.77
SHP103635,2025-11-10,Rangpur Hub,Sundarban Courier,Completed,4.01
SHP103636,2026-01-10,Barisal Hub,Sundarban Courier,Completed,4.88
SHP103637,2026-03-02,Dhaka Hub,Pathao Courier,Completed,1.79
SHP103638,2026-04-20,Dhaka Hub,eCourier,Completed,3.17
SHP103639,2026-06-16,Rajshahi Hub,RedX,Completed,3.41
SHP103640,2025-11-17,Mymensingh Hub,RedX,Completed,2.74
SHP103641,2025-12-14,Rajshahi Hub,Steadfast Courier,Completed,2.68
SHP103642,2026-07-22,Dhaka Hub,Pathao Courier,Completed,2.2
SHP103643,2026-01-31,Khulna Hub,Pathao Courier,Completed,1.88
SHP103644,2025-11-23,Khulna Hub,Sundarban Courier,Completed,3.16
SHP103645,2026-08-08,Rangpur Hub,RedX,Completed,2.74
SHP103646,2026-02-03,Sylhet Hub,RedX,Failed,3.13
SHP103647,2026-08-07,Barisal Hub,Pathao Courier,Completed,3.31
SHP103648,2026-07-16,Dhaka Hub,Steadfast Courier,Completed,2.39
SHP103649,2026-07-11,Dhaka Hub,Sundarban Courier,Completed,4.19
SHP103650,2026-03-21,Rangpur Hub,Sundarban Courier,Completed,3.43
SHP103651,2026-06-04,Narayanganj Hub,RedX,Completed,2.27
SHP103652,2026-07-30,Narayanganj Hub,Steadfast Courier,Completed,0.8
SHP103653,2025-12-03,Rangpur Hub,RedX,Completed,3.04
SHP103654,2025-09-14,Rajshahi Hub,Steadfast Courier,Completed,2.92
SHP103655,2025-12-21,Chattogram Hub,Pathao Courier,Pending,
SHP103656,2026-04-09,Comilla Hub,RedX,Completed,2.71
SHP103657,2026-03-09,Sylhet Hub,eCourier,Completed,3.15
SHP103658,2025-09-28,Barisal Hub,RedX,Completed,2.98
SHP103659,2026-03-14,Khulna Hub,Sundarban Courier,Pending,
SHP103660,2025-10-31,Comilla Hub,Steadfast Courier,Completed,1.69
SHP103661,2026-02-22,Barisal Hub,Pathao Courier,Completed,2.43
SHP103662,2026-03-19,Chattogram Hub,Sundarban Courier,Completed,3.94
SHP103663,2026-04-09,Comilla Hub,Steadfast Courier,Completed,2.55
SHP103664,2026-01-21,Dhaka Hub,Steadfast Courier,Completed,3.55
SHP103665,2026-01-20,Dhaka Hub,Steadfast Courier,Failed,2.63
SHP103666,2026-04-23,Chattogram Hub,Steadfast Courier,Completed,4.91
SHP103667,2026-05-18,Chattogram Hub,Pathao Courier,Completed,2.34
SHP103668,2026-06-07,Mymensingh Hub,Steadfast Courier,Completed,1.75
SHP103669,2025-12-25,Sylhet Hub,Sundarban Courier,Completed,3.87
SHP103670,2026-01-25,Mymensingh Hub,RedX,Completed,3.12
SHP103671,2025-12-24,Chattogram Hub,Sundarban Courier,Failed,5.06
SHP103672,2026-03-02,Chattogram Hub,eCourier,Failed,4.32
SHP103673,2025-10-15,Rangpur Hub,RedX,Pending,
SHP103674,2026-01-27,Dhaka Hub,eCourier,Completed,2.38
SHP103675,2025-11-05,Dhaka Hub,Pathao Courier,Completed,3.59
SHP103676,2026-03-04,Dhaka Hub,Pathao Courier,Completed,3.56
SHP103677,2026-06-22,Dhaka Hub,Sundarban Courier,Completed,3.69
SHP103678,2026-08-07,Rajshahi Hub,Pathao Courier,Failed,2.97
SHP103679,2026-02-02,Dhaka Hub,RedX,Completed,1.72
SHP103680,2025-09-20,Rajshahi Hub,Sundarban Courier,Completed,3.33
SHP103681,2025-11-18,Rangpur Hub,RedX,Completed,0.96
SHP103682,2025-10-07,Rangpur Hub,Pathao Courier,Completed,2.2
SHP103683,2026-05-21,Rajshahi Hub,Pathao Courier,Completed,1.18
SHP103684,2026-08-07,Sylhet Hub,RedX,Completed,3.45
SHP103685,2026-03-11,Narayanganj Hub,Sundarban Courier,Completed,2.89
SHP103686,2025-11-01,Dhaka Hub,Pathao Courier,Completed,2.73
SHP103687,2025-09-08,Rangpur Hub,Pathao Courier,Completed,2.96
SHP103688,2026-08-04,Chattogram Hub,Pathao Courier,Completed,4.53
SHP103689,2025-12-19,Mymensingh Hub,RedX,Completed,1.46
SHP103690,2025-10-09,Rajshahi Hub,Pathao Courier,Completed,1.01
SHP103691,2025-11-01,Dhaka Hub,Sundarban Courier,Completed,4.26
SHP103692,2025-11-28,Mymensingh Hub,RedX,Completed,1.62
SHP103693,2026-04-15,Dhaka Hub,RedX,Completed,2.05
SHP103694,2026-07-06,Mymensingh Hub,RedX,Completed,2.75
SHP103695,2025-12-05,Khulna Hub,Pathao Courier,Completed,2.13
SHP103696,2026-04-26,Dhaka Hub,Steadfast Courier,Pending,
SHP103697,2025-09-23,Rajshahi Hub,Sundarban Courier,Completed,4.48
SHP103698,2025-09-04,Khulna Hub,Sundarban Courier,Completed,2.71
SHP103699,2025-09-20,Chattogram Hub,Steadfast Courier,Completed,5.44
SHP103700,2026-07-17,Mymensingh Hub,RedX,Failed,2.26
SHP103701,2026-03-21,Dhaka Hub,RedX,Completed,2.79
SHP103702,2026-06-06,Dhaka Hub,Steadfast Courier,Completed,3.13
SHP103703,2025-09-08,Dhaka Hub,Pathao Courier,Completed,1.91
SHP103704,2025-09-08,Mymensingh Hub,eCourier,Completed,2.88
SHP103705,2026-06-21,Dhaka Hub,RedX,Pending,
SHP103706,2025-10-06,Rangpur Hub,Sundarban Courier,Completed,4.24
SHP103707,2025-10-24,Rangpur Hub,Pathao Courier,Completed,3.32
SHP103708,2026-02-27,Rajshahi Hub,Pathao Courier,Pending,
SHP103709,2026-03-29,Sylhet Hub,Steadfast Courier,Completed,3.57
SHP103710,2025-11-19,Chattogram Hub,Pathao Courier,Completed,3.15
SHP103711,2026-02-01,Dhaka Hub,Pathao Courier,Completed,3.32
SHP103712,2026-04-22,Barisal Hub,RedX,Completed,2.8
SHP103713,2026-02-01,Sylhet Hub,eCourier,Pending,
SHP103714,2026-01-11,Dhaka Hub,Pathao Courier,Completed,2.22
SHP103715,2025-09-25,Chattogram Hub,eCourier,Pending,
SHP103716,2026-02-04,Dhaka Hub,RedX,Completed,1.83
SHP103717,2026-06-05,Dhaka Hub,eCourier,Completed,2.03
SHP103718,2026-04-05,Sylhet Hub,Pathao Courier,Completed,2.28
SHP103719,2026-07-06,Narayanganj Hub,Pathao Courier,Completed,1.37
SHP103720,2025-10-14,Narayanganj Hub,RedX,Completed,2.11
SHP103721,2025-09-04,Dhaka Hub,Pathao Courier,Completed,2.92
SHP103722,2026-03-09,Khulna Hub,RedX,Completed,2.15
SHP103723,2025-11-01,Chattogram Hub,Pathao Courier,Completed,2.98
SHP103724,2026-03-25,Rajshahi Hub,eCourier,Completed,2.18
SHP103725,2026-07-10,Dhaka Hub,Steadfast Courier,Completed,2.68
SHP103726,2025-12-26,Khulna Hub,eCourier,Failed,3.52
SHP103727,2026-03-10,Sylhet Hub,Steadfast Courier,Completed,4.31
SHP103728,2026-04-24,Khulna Hub,Steadfast Courier,Completed,2.76
SHP103729,2025-10-22,Dhaka Hub,Sundarban Courier,Completed,3.97
SHP103730,2026-07-08,Rajshahi Hub,Sundarban Courier,Completed,2.63
SHP103731,2025-11-10,Chattogram Hub,Steadfast Courier,Completed,3.33
SHP103732,2026-06-07,Khulna Hub,Steadfast Courier,Completed,2.39
SHP103733,2026-04-17,Mymensingh Hub,Steadfast Courier,Completed,3.23
SHP103734,2025-10-19,Dhaka Hub,eCourier,Completed,3.04
SHP103735,2026-05-09,Chattogram Hub,Pathao Courier,Pending,
SHP103736,2025-11-07,Khulna Hub,Steadfast Courier,Completed,2.53
SHP103737,2026-03-27,Chattogram Hub,Steadfast Courier,Completed,4.26
SHP103738,2026-07-30,Sylhet Hub,RedX,Completed,2.96
SHP103739,2026-07-27,Barisal Hub,eCourier,Completed,3.32
SHP103740,2026-06-29,Rajshahi Hub,RedX,Completed,2.18
SHP103741,2026-02-18,Sylhet Hub,Steadfast Courier,Completed,3.49
SHP103742,2026-03-13,Dhaka Hub,Pathao Courier,Completed,1.87
SHP103743,2025-12-13,Dhaka Hub,Steadfast Courier,Completed,2.87
SHP103744,2026-07-16,Rangpur Hub,Pathao Courier,Pending,
SHP103745,2026-02-13,Sylhet Hub,Sundarban Courier,Completed,5.31
SHP103746,2026-05-25,Chattogram Hub,Pathao Courier,Completed,3.15
SHP103747,2026-01-03,Barisal Hub,Sundarban Courier,Completed,4.19
SHP103748,2026-05-15,Khulna Hub,Pathao Courier,Completed,1.11
SHP103749,2025-11-17,Sylhet Hub,Steadfast Courier,Completed,2.95
SHP103750,2026-05-12,Dhaka Hub,RedX,Failed,2.53
SHP103751,2025-09-16,Comilla Hub,Steadfast Courier,Completed,3.26
SHP103752,2025-10-07,Mymensingh Hub,Pathao Courier,Completed,2.61
SHP103753,2025-12-31,Mymensingh Hub,Pathao Courier,Completed,3.03
SHP103754,2026-02-14,Dhaka Hub,eCourier,Completed,2.94
SHP103755,2026-05-05,Khulna Hub,eCourier,Failed,2.77
SHP103756,2026-01-03,Narayanganj Hub,RedX,Completed,2.6
SHP103757,2025-09-07,Comilla Hub,eCourier,Failed,2.29
SHP103758,2025-12-22,Dhaka Hub,eCourier,Completed,1.42
SHP103759,2026-01-30,Dhaka Hub,RedX,Completed,1.82
SHP103760,2026-03-08,Khulna Hub,Steadfast Courier,Completed,2.41
SHP103761,2026-04-11,Dhaka Hub,eCourier,Completed,2.65
SHP103762,2025-11-25,Dhaka Hub,RedX,Completed,1.54
SHP103763,2026-03-31,Sylhet Hub,Sundarban Courier,Completed,3.95
SHP103764,2026-04-07,Dhaka Hub,Pathao Courier,Completed,2.77
SHP103765,2026-05-27,Rajshahi Hub,Pathao Courier,Completed,1.43
SHP103766,2026-02-28,Chattogram Hub,eCourier,Pending,
SHP103767,2026-06-08,Dhaka Hub,eCourier,Completed,2.14
SHP103768,2025-11-16,Mymensingh Hub,Sundarban Courier,Completed,1.63
SHP103769,2026-05-05,Khulna Hub,RedX,Completed,1.95
SHP103770,2025-09-16,Comilla Hub,Pathao Courier,Completed,1.81
SHP103771,2025-10-06,Dhaka Hub,Pathao Courier,Completed,1.92
SHP103772,2026-06-27,Khulna Hub,Steadfast Courier,Completed,2.67
SHP103773,2026-02-12,Sylhet Hub,Sundarban Courier,Completed,2.85
SHP103774,2026-04-03,Comilla Hub,Pathao Courier,Completed,3.16
SHP103775,2026-03-28,Dhaka Hub,Sundarban Courier,Completed,5.03
SHP103776,2026-04-29,Khulna Hub,Sundarban Courier,Completed,2.45
SHP103777,2025-11-24,Dhaka Hub,eCourier,Completed,2.16
SHP103778,2025-11-01,Mymensingh Hub,Steadfast Courier,Completed,1.79
SHP103779,2025-09-15,Chattogram Hub,RedX,Completed,2.8
SHP103780,2026-06-27,Sylhet Hub,RedX,Pending,
