shipment_id,order_code,package_code,order_date,warehouse,origin_city,seller_code,shop_name,seller_region,destination_region,carrier,sku,product,category,qty,weight_kg,order_value,shipping_cost,expected_delivery,actual_delivery,status,delay_reason
SHP102947,ORD102947,PKG102947,2026-07-12,Chattogram DC,Chattogram,SEL1006,Delta Store,Rajshahi,Chattogram,RedX,SKU1031,Face Wash (V2),Beauty,1,4.99,4358.67,163.93,2026-07-14,2026-07-16,Delivered Late,Weather disruption
SHP102948,ORD102948,PKG102948,2026-03-06,Sylhet DC,Sylhet,SEL1057,Value Hub,Dhaka,Sylhet,Pathao Courier,SKU1041,Basmati Rice 5kg (V2),Grocery,1,10.22,3772.15,289.2,2026-03-08,2026-03-08,Delivered,
SHP102949,ORD102949,PKG102949,2026-06-05,Chattogram DC,Chattogram,SEL1047,Suncity Depot,Dhaka,Barisal,RedX,SKU1033,Sunscreen SPF50 (V2),Beauty,3,6.65,5284.5,166.6,2026-06-10,2026-06-10,Delivered,
SHP102950,ORD102950,PKG102950,2026-04-09,Rajshahi DC,Rajshahi,SEL1040,Silver Emporium,Barisal,Barisal,eCourier,SKU1042,Mustard Oil 1L,Grocery,1,10.77,3196.15,382.34,2026-04-12,2026-04-12,Delivered,
SHP102951,ORD102951,PKG102951,2025-12-02,Dhaka Hub,Dhaka,SEL1059,Value Store,Dhaka,Dhaka,Pathao Courier,SKU1024,Non-stick Pan,Home & Living,4,2.94,14143.88,104.91,2025-12-03,,In Transit,
SHP102952,ORD102952,PKG102952,2026-03-28,Khulna DC,Khulna,SEL1050,Suncity Retail,Chattogram,Rajshahi,Sundarban Courier,SKU1009,Phone Case (V2),Electronics,1,5.39,2109.18,198.32,2026-03-31,2026-03-31,Delivered,
SHP102953,ORD102953,PKG102953,2025-12-04,Sylhet DC,Sylhet,SEL1051,Suncity Shop,Mymensingh,Comilla,RedX,SKU1020,Bedsheet Set,Home & Living,2,6.1,6895.36,175.01,2025-12-06,,In Transit,
SHP102954,ORD102954,PKG102954,2025-10-12,Khulna DC,Khulna,SEL1006,Delta Store,Rajshahi,Chattogram,eCourier,SKU1045,Green Tea Pack (V2),Grocery,5,4.93,18253.6,137.04,2025-10-17,2025-10-17,Delivered,
SHP102955,ORD102955,PKG102955,2025-11-28,Sylhet DC,Sylhet,SEL1001,Bengal Emporium,Rangpur,Comilla,Sundarban Courier,SKU1038,Perfume,Beauty,4,8.28,4548.24,220.64,2025-12-01,2025-12-01,Delivered,
SHP102956,ORD102956,PKG102956,2025-12-05,Dhaka Hub,Dhaka,SEL1057,Value Hub,Dhaka,Rajshahi,Pathao Courier,SKU1026,Storage Box,Home & Living,3,1.95,6540.72,107.56,2025-12-07,2025-12-07,Delivered,
SHP102957,ORD102957,PKG102957,2025-10-17,Khulna DC,Khulna,SEL1015,Fresh Trading,Dhaka,Barisal,RedX,SKU1026,Storage Box,Home & Living,1,6.33,2180.24,233.31,2025-10-21,2025-10-21,Delivered,
SHP102958,ORD102958,PKG102958,2025-09-09,Khulna DC,Khulna,SEL1025,Metro Hub,Sylhet,Rangpur,Sundarban Courier,SKU1001,Wireless Earbuds (V2),Electronics,1,1.84,2059.12,132.37,2025-09-15,2025-09-15,Delivered,
SHP102959,ORD102959,PKG102959,2026-07-24,Sylhet DC,Sylhet,SEL1002,Bengal Hub,Barisal,Mymensingh,eCourier,SKU1040,Basmati Rice 5kg,Grocery,5,7.62,10258.05,279.19,2026-07-27,2026-07-27,Delivered,
SHP102960,ORD102960,PKG102960,2026-02-25,Chattogram DC,Chattogram,SEL1037,Royal Gallery,Dhaka,Rangpur,RedX,SKU1047,Spice Combo (V2),Grocery,4,10.0,5616.92,302.43,2026-03-01,2026-03-01,Delivered,
SHP102961,ORD102961,PKG102961,2026-01-18,Chattogram DC,Chattogram,SEL1049,Suncity Gallery,Khulna,Chattogram,Pathao Courier,SKU1012,Panjabi,Apparel,5,0.44,14754.05,47.17,2026-01-20,,Cancelled,
SHP102962,ORD102962,PKG102962,2026-07-19,Sylhet DC,Sylhet,SEL1050,Suncity Retail,Chattogram,Sylhet,eCourier,SKU1008,Phone Case,Electronics,5,5.59,3536.45,174.32,2026-07-21,2026-07-21,Delivered,
SHP102963,ORD102963,PKG102963,2025-11-17,Chattogram DC,Chattogram,SEL1034,Riverside Emporium,Dhaka,Comilla,RedX,SKU1035,Hair Serum (V2),Beauty,1,6.01,974.2,225.17,2025-11-20,2025-11-25,Delivered Late,Vehicle breakdown
SHP102964,ORD102964,PKG102964,2026-01-18,Chattogram DC,Chattogram,SEL1039,Silver Depot,Dhaka,Dhaka,Pathao Courier,SKU1021,Bedsheet Set (V2),Home & Living,5,8.7,8460.95,301.42,2026-01-22,,Delayed,Vehicle breakdown
SHP102965,ORD102965,PKG102965,2026-06-20,Chattogram DC,Chattogram,SEL1030,Nova Retail,Dhaka,Mymensingh,RedX,SKU1041,Basmati Rice 5kg (V2),Grocery,3,1.08,11316.45,110.68,2026-06-24,2026-06-24,Delivered,
SHP102966,ORD102966,PKG102966,2026-04-07,Dhaka Hub,Dhaka,SEL1026,Metro Outlet,Sylhet,Barisal,Steadfast Courier,SKU1025,Non-stick Pan (V2),Home & Living,4,4.99,3986.72,172.62,2026-04-13,2026-04-13,Delivered,
SHP102967,ORD102967,PKG102967,2026-01-17,Rajshahi DC,Rajshahi,SEL1033,Riverside Collection,Sylhet,Chattogram,eCourier,SKU1011,Cotton T-Shirt (V2),Apparel,3,9.47,12544.29,306.4,2026-01-22,2026-01-22,Delivered,
SHP102968,ORD102968,PKG102968,2025-11-28,Chattogram DC,Chattogram,SEL1056,Urban Store,Khulna,Chattogram,Sundarban Courier,SKU1016,Saree,Apparel,4,6.48,10249.76,200.67,2025-11-29,2025-12-03,Delivered Late,Address issue
SHP102969,ORD102969,PKG102969,2025-09-13,Dhaka Hub,Dhaka,SEL1015,Fresh Trading,Dhaka,Narayanganj,eCourier,SKU1013,Panjabi (V2),Apparel,5,9.05,18645.05,283.16,2025-09-17,,Delayed,Customs/checkpoint delay
SHP102970,ORD102970,PKG102970,2025-09-30,Dhaka Hub,Dhaka,SEL1028,Modern Depot,Khulna,Dhaka,Sundarban Courier,SKU1013,Panjabi (V2),Apparel,5,4.5,18645.05,113.05,2025-10-01,2025-10-01,Returned,
SHP102971,ORD102971,PKG102971,2025-10-27,Rajshahi DC,Rajshahi,SEL1036,Royal Emporium,Comilla,Dhaka,RedX,SKU1033,Sunscreen SPF50 (V2),Beauty,3,11.06,5284.5,314.23,2025-10-30,2025-10-30,Delivered,
SHP102972,ORD102972,PKG102972,2026-05-31,Sylhet DC,Sylhet,SEL1034,Riverside Emporium,Dhaka,Dhaka,RedX,SKU1019,Denim Jacket (V2),Apparel,2,1.11,5795.48,109.02,2026-06-04,,Delayed,Courier capacity shortage
SHP102973,ORD102973,PKG102973,2026-04-10,Chattogram DC,Chattogram,SEL1001,Bengal Emporium,Rangpur,Rangpur,Pathao Courier,SKU1010,Cotton T-Shirt,Apparel,4,1.28,7051.88,116.34,2026-04-13,2026-04-13,Delivered,
SHP102974,ORD102974,PKG102974,2026-01-28,Sylhet DC,Sylhet,SEL1017,Golden Outlet,Khulna,Narayanganj,Sundarban Courier,SKU1015,Sneakers (V2),Apparel,3,6.44,3415.47,239.84,2026-01-31,2026-01-31,Delivered,
SHP102975,ORD102975,PKG102975,2026-05-29,Dhaka Hub,Dhaka,SEL1038,Royal Outlet,Khulna,Chattogram,Steadfast Courier,SKU1030,Face Wash,Beauty,2,5.76,6779.44,197.92,2026-06-01,2026-06-01,Delivered,
SHP102976,ORD102976,PKG102976,2025-10-26,Chattogram DC,Chattogram,SEL1041,Silver Hub,Chattogram,Mymensingh,Pathao Courier,SKU1005,Smartwatch (V2),Electronics,4,7.73,17575.84,230.97,2025-10-29,2025-10-29,Delivered,
SHP102977,ORD102977,PKG102977,2025-11-12,Chattogram DC,Chattogram,SEL1044,Smart Mart,Rangpur,Mymensingh,eCourier,SKU1018,Denim Jacket,Apparel,1,2.9,3750.2,154.68,2025-11-15,2025-11-15,Delivered,
SHP102978,ORD102978,PKG102978,2026-01-14,Rajshahi DC,Rajshahi,SEL1059,Value Store,Dhaka,Sylhet,RedX,SKU1036,Lipstick,Beauty,3,2.87,2145.48,142.23,2026-01-18,2026-01-18,Delivered,
SHP102979,ORD102979,PKG102979,2026-07-15,Dhaka Hub,Dhaka,SEL1040,Silver Emporium,Barisal,Dhaka,RedX,SKU1003,Power Bank (V2),Electronics,4,9.04,12734.2,216.87,2026-07-17,,Cancelled,
SHP102980,ORD102980,PKG102980,2026-04-01,Sylhet DC,Sylhet,SEL1034,Riverside Emporium,Dhaka,Rajshahi,Pathao Courier,SKU1046,Spice Combo,Grocery,5,3.64,9177.65,177.97,2026-04-04,2026-04-04,Delivered,
SHP102981,ORD102981,PKG102981,2026-06-22,Khulna DC,Khulna,SEL1019,Green Fashion House,Rajshahi,Dhaka,Pathao Courier,SKU1003,Power Bank (V2),Electronics,4,8.78,12734.2,242.78,2026-06-27,,In Transit,
SHP102982,ORD102982,PKG102982,2025-11-25,Rajshahi DC,Rajshahi,SEL1022,Horizon Depot,Sylhet,Chattogram,Pathao Courier,SKU1019,Denim Jacket (V2),Apparel,5,7.76,14488.7,243.08,2025-11-27,2025-11-27,Delivered,
SHP102983,ORD102983,PKG102983,2026-06-21,Sylhet DC,Sylhet,SEL1049,Suncity Gallery,Khulna,Rajshahi,RedX,SKU1009,Phone Case (V2),Electronics,5,1.18,10545.9,102.27,2026-06-27,2026-06-27,Delivered,
SHP102984,ORD102984,PKG102984,2025-09-26,Chattogram DC,Chattogram,SEL1028,Modern Depot,Khulna,Comilla,Steadfast Courier,SKU1023,Table Lamp (V2),Home & Living,2,8.59,8070.16,265.51,2025-09-30,2025-09-30,Delivered,
SHP102985,ORD102985,PKG102985,2025-11-18,Chattogram DC,Chattogram,SEL1042,Smart Bazaar,Rajshahi,Narayanganj,Steadfast Courier,SKU1034,Hair Serum,Beauty,5,10.58,10962.85,279.47,2025-11-22,2025-11-25,Delivered Late,Courier capacity shortage
SHP102986,ORD102986,PKG102986,2026-02-28,Chattogram DC,Chattogram,SEL1007,Delta Trading,Dhaka,Rangpur,Pathao Courier,SKU1025,Non-stick Pan (V2),Home & Living,2,9.84,1993.36,344.15,2026-03-05,,In Transit,
SHP102987,ORD102987,PKG102987,2025-09-18,Khulna DC,Khulna,SEL1007,Delta Trading,Dhaka,Sylhet,Pathao Courier,SKU1036,Lipstick,Beauty,4,0.3,2860.64,103.91,2025-09-22,2025-09-22,Delivered,
SHP102988,ORD102988,PKG102988,2026-06-24,Chattogram DC,Chattogram,SEL1012,Elite Traders,Dhaka,Khulna,Pathao Courier,SKU1037,Lipstick (V2),Beauty,2,6.57,4438.64,223.86,2026-06-28,2026-06-28,Delivered,
SHP102989,ORD102989,PKG102989,2026-06-28,Khulna DC,Khulna,SEL1011,Elite Outlet,Chattogram,Rangpur,Steadfast Courier,SKU1020,Bedsheet Set,Home & Living,3,10.98,10343.04,236.75,2026-07-01,2026-07-01,Delivered,
SHP102990,ORD102990,PKG102990,2026-03-07,Khulna DC,Khulna,SEL1036,Royal Emporium,Comilla,Chattogram,Pathao Courier,SKU1039,Perfume (V2),Beauty,4,7.26,12254.76,228.69,2026-03-13,2026-03-13,Delivered,
SHP102991,ORD102991,PKG102991,2025-12-15,Rajshahi DC,Rajshahi,SEL1038,Royal Outlet,Khulna,Barisal,Pathao Courier,SKU1038,Perfume,Beauty,5,3.63,5685.3,137.51,2025-12-20,2025-12-20,Delivered,
SHP102992,ORD102992,PKG102992,2025-10-05,Chattogram DC,Chattogram,SEL1033,Riverside Collection,Sylhet,Mymensingh,RedX,SKU1020,Bedsheet Set,Home & Living,5,2.5,17238.4,164.69,2025-10-09,,In Transit,
SHP102993,ORD102993,PKG102993,2026-04-03,Rajshahi DC,Rajshahi,SEL1017,Golden Outlet,Khulna,Comilla,RedX,SKU1009,Phone Case (V2),Electronics,5,8.28,10545.9,198.91,2026-04-08,2026-04-08,Delivered,
SHP102994,ORD102994,PKG102994,2026-03-06,Sylhet DC,Sylhet,SEL1034,Riverside Emporium,Dhaka,Dhaka,Pathao Courier,SKU1037,Lipstick (V2),Beauty,3,9.3,6657.96,307.16,2026-03-09,2026-03-09,Delivered,
SHP102995,ORD102995,PKG102995,2026-05-21,Khulna DC,Khulna,SEL1007,Delta Trading,Dhaka,Sylhet,RedX,SKU1045,Green Tea Pack (V2),Grocery,5,10.97,18253.6,334.37,2026-05-25,2026-05-25,Delivered,
SHP102996,ORD102996,PKG102996,2026-03-28,Khulna DC,Khulna,SEL1028,Modern Depot,Khulna,Sylhet,Pathao Courier,SKU1003,Power Bank (V2),Electronics,1,10.89,3183.55,310.01,2026-04-01,,Delayed,Weather disruption
SHP102997,ORD102997,PKG102997,2025-10-15,Rajshahi DC,Rajshahi,SEL1009,Elite Emporium,Dhaka,Barisal,Pathao Courier,SKU1044,Green Tea Pack,Grocery,5,4.2,18851.65,160.08,2025-10-18,2025-10-18,Delivered,
SHP102998,ORD102998,PKG102998,2025-10-13,Sylhet DC,Sylhet,SEL1004,Classic Mart,Rajshahi,Chattogram,Pathao Courier,SKU1019,Denim Jacket (V2),Apparel,2,7.33,5795.48,224.67,2025-10-19,2025-10-19,Delivered,
SHP102999,ORD102999,PKG102999,2026-05-29,Khulna DC,Khulna,SEL1009,Elite Emporium,Dhaka,Narayanganj,Sundarban Courier,SKU1016,Saree,Apparel,3,1.4,7687.32,98.07,2026-06-03,2026-06-04,Delivered Late,Weather disruption
SHP103000,ORD103000,PKG103000,2025-10-26,Chattogram DC,Chattogram,SEL1006,Delta Store,Rajshahi,Narayanganj,Steadfast Courier,SKU1006,Bluetooth Speaker,Electronics,5,1.31,17304.8,116.3,2025-11-01,2025-11-01,Delivered,
SHP103001,ORD103001,PKG103001,2026-07-22,Sylhet DC,Sylhet,SEL1028,Modern Depot,Khulna,Khulna,RedX,SKU1003,Power Bank (V2),Electronics,4,1.04,12734.2,76.92,2026-07-27,2026-07-27,Delivered,
SHP103002,ORD103002,PKG103002,2025-10-07,Sylhet DC,Sylhet,SEL1032,Prime Trading,Khulna,Rajshahi,eCourier,SKU1028,Curtain Set,Home & Living,5,11.14,4105.8,324.07,2025-10-11,2025-10-11,Delivered,
SHP103003,ORD103003,PKG103003,2026-05-11,Khulna DC,Khulna,SEL1036,Royal Emporium,Comilla,Rajshahi,Sundarban Courier,SKU1013,Panjabi (V2),Apparel,4,2.0,14916.04,103.53,2026-05-16,2026-05-17,Delivered Late,Weather disruption
SHP103004,ORD103004,PKG103004,2026-08-04,Khulna DC,Khulna,SEL1026,Metro Outlet,Sylhet,Dhaka,eCourier,SKU1002,Power Bank,Electronics,4,5.89,15539.6,218.65,2026-08-06,2026-08-09,Delivered Late,Weather disruption
SHP103005,ORD103005,PKG103005,2026-01-31,Dhaka Hub,Dhaka,SEL1010,Elite Gallery,Sylhet,Comilla,Steadfast Courier,SKU1023,Table Lamp (V2),Home & Living,1,5.31,4035.08,189.5,2026-02-05,2026-02-05,Delivered,
SHP103006,ORD103006,PKG103006,2025-09-20,Rajshahi DC,Rajshahi,SEL1001,Bengal Emporium,Rangpur,Mymensingh,Sundarban Courier,SKU1036,Lipstick,Beauty,5,4.03,3575.8,141.86,2025-09-22,2025-09-22,Delivered,
SHP103007,ORD103007,PKG103007,2026-07-01,Khulna DC,Khulna,SEL1042,Smart Bazaar,Rajshahi,Khulna,Steadfast Courier,SKU1015,Sneakers (V2),Apparel,4,6.55,4553.96,143.21,2026-07-03,2026-07-03,Delivered,
SHP103008,ORD103008,PKG103008,2025-11-04,Dhaka Hub,Dhaka,SEL1058,Value Mart,Comilla,Barisal,RedX,SKU1003,Power Bank (V2),Electronics,4,0.23,12734.2,98.4,2025-11-09,2025-11-09,Delivered,
SHP103009,ORD103009,PKG103009,2026-03-02,Rajshahi DC,Rajshahi,SEL1016,Golden Hub,Comilla,Khulna,eCourier,SKU1023,Table Lamp (V2),Home & Living,3,4.69,12105.24,183.4,2026-03-04,2026-03-04,Delivered,
SHP103010,ORD103010,PKG103010,2026-08-07,Khulna DC,Khulna,SEL1012,Elite Traders,Dhaka,Sylhet,Pathao Courier,SKU1033,Sunscreen SPF50 (V2),Beauty,5,5.86,8807.5,177.35,2026-08-10,2026-08-10,Delivered,
SHP103011,ORD103011,PKG103011,2026-05-16,Dhaka Hub,Dhaka,SEL1018,Golden Store,Chattogram,Khulna,RedX,SKU1029,Curtain Set (V2),Home & Living,3,9.68,9363.78,303.57,2026-05-20,2026-05-20,Delivered,
SHP103012,ORD103012,PKG103012,2025-09-17,Sylhet DC,Sylhet,SEL1012,Elite Traders,Dhaka,Chattogram,RedX,SKU1017,Saree (V2),Apparel,1,8.47,427.61,290.89,2025-09-20,2025-09-20,Returned,
SHP103013,ORD103013,PKG103013,2026-06-11,Rajshahi DC,Rajshahi,SEL1013,Elite Trading,Dhaka,Comilla,Steadfast Courier,SKU1018,Denim Jacket,Apparel,1,10.23,3750.2,308.42,2026-06-16,2026-06-16,Delivered,
SHP103014,ORD103014,PKG103014,2025-10-26,Chattogram DC,Chattogram,SEL1029,Modern Emporium,Sylhet,Rangpur,Steadfast Courier,SKU1030,Face Wash,Beauty,4,4.64,13558.88,192.23,2025-10-29,2025-10-29,Delivered,
SHP103015,ORD103015,PKG103015,2026-05-18,Rajshahi DC,Rajshahi,SEL1047,Suncity Depot,Dhaka,Narayanganj,Sundarban Courier,SKU1018,Denim Jacket,Apparel,4,1.86,15000.8,132.91,2026-05-22,2026-05-22,Delivered,
SHP103016,ORD103016,PKG103016,2026-04-03,Sylhet DC,Sylhet,SEL1042,Smart Bazaar,Rajshahi,Dhaka,Steadfast Courier,SKU1048,Honey Jar,Grocery,2,4.93,6237.72,207.49,2026-04-06,2026-04-10,Delivered Late,Weather disruption
SHP103017,ORD103017,PKG103017,2025-12-09,Chattogram DC,Chattogram,SEL1057,Value Hub,Dhaka,Rangpur,Steadfast Courier,SKU1045,Green Tea Pack (V2),Grocery,4,11.56,14602.88,361.11,2025-12-12,,In Transit,
SHP103018,ORD103018,PKG103018,2026-01-25,Chattogram DC,Chattogram,SEL1021,Horizon Collection,Narayanganj,Barisal,RedX,SKU1018,Denim Jacket,Apparel,5,2.73,18751.0,133.04,2026-01-28,2026-01-28,Returned,
SHP103019,ORD103019,PKG103019,2025-10-11,Sylhet DC,Sylhet,SEL1029,Modern Emporium,Sylhet,Rangpur,Pathao Courier,SKU1021,Bedsheet Set (V2),Home & Living,3,2.26,5076.57,129.79,2025-10-16,2025-10-16,Delivered,
SHP103020,ORD103020,PKG103020,2026-08-08,Khulna DC,Khulna,SEL1022,Horizon Depot,Sylhet,Narayanganj,Pathao Courier,SKU1023,Table Lamp (V2),Home & Living,5,11.34,20175.4,285.01,2026-08-13,2026-08-13,Delivered,
SHP103021,ORD103021,PKG103021,2025-11-22,Rajshahi DC,Rajshahi,SEL1002,Bengal Hub,Barisal,Khulna,Pathao Courier,SKU1044,Green Tea Pack,Grocery,1,11.41,3770.33,279.12,2025-11-28,2025-11-28,Delivered,
SHP103022,ORD103022,PKG103022,2025-12-16,Dhaka Hub,Dhaka,SEL1023,Horizon Shop,Rangpur,Chattogram,Pathao Courier,SKU1011,Cotton T-Shirt (V2),Apparel,3,1.96,12544.29,123.41,2025-12-20,2025-12-24,Delivered Late,Vehicle breakdown
SHP103023,ORD103023,PKG103023,2026-02-21,Rajshahi DC,Rajshahi,SEL1015,Fresh Trading,Dhaka,Dhaka,Steadfast Courier,SKU1029,Curtain Set (V2),Home & Living,3,9.28,9363.78,348.62,2026-02-24,2026-02-24,Delivered,
SHP103024,ORD103024,PKG103024,2026-04-21,Sylhet DC,Sylhet,SEL1028,Modern Depot,Khulna,Rajshahi,Pathao Courier,SKU1037,Lipstick (V2),Beauty,2,5.27,4438.64,165.55,2026-04-23,2026-04-23,Delivered,
SHP103025,ORD103025,PKG103025,2026-02-22,Dhaka Hub,Dhaka,SEL1009,Elite Emporium,Dhaka,Chattogram,RedX,SKU1030,Face Wash,Beauty,1,6.01,3389.72,202.45,2026-02-26,2026-02-26,Delivered,
SHP103026,ORD103026,PKG103026,2026-02-22,Rajshahi DC,Rajshahi,SEL1044,Smart Mart,Rangpur,Chattogram,RedX,SKU1035,Hair Serum (V2),Beauty,3,6.08,2922.6,187.01,2026-02-24,2026-02-24,Delivered,
SHP103027,ORD103027,PKG103027,2026-03-21,Chattogram DC,Chattogram,SEL1050,Suncity Retail,Chattogram,Chattogram,RedX,SKU1018,Denim Jacket,Apparel,2,11.63,7500.4,259.69,2026-03-23,2026-03-23,Delivered,
SHP103028,ORD103028,PKG103028,2026-06-24,Khulna DC,Khulna,SEL1057,Value Hub,Dhaka,Sylhet,Pathao Courier,SKU1047,Spice Combo (V2),Grocery,2,2.38,2808.46,115.97,2026-06-28,2026-06-28,Delivered,
SHP103029,ORD103029,PKG103029,2026-01-15,Khulna DC,Khulna,SEL1005,Delta Corner,Khulna,Chattogram,RedX,SKU1044,Green Tea Pack,Grocery,2,9.32,7540.66,346.51,2026-01-18,2026-01-18,Delivered,
SHP103030,ORD103030,PKG103030,2026-06-15,Dhaka Hub,Dhaka,SEL1007,Delta Trading,Dhaka,Rajshahi,RedX,SKU1035,Hair Serum (V2),Beauty,3,0.27,2922.6,75.42,2026-06-19,2026-06-19,Delivered,
SHP103031,ORD103031,PKG103031,2026-05-31,Chattogram DC,Chattogram,SEL1057,Value Hub,Dhaka,Rangpur,RedX,SKU1029,Curtain Set (V2),Home & Living,5,7.62,15606.3,206.63,2026-06-04,2026-06-04,Delivered,
SHP103032,ORD103032,PKG103032,2026-07-30,Khulna DC,Khulna,SEL1050,Suncity Retail,Chattogram,Sylhet,Pathao Courier,SKU1048,Honey Jar,Grocery,3,7.9,9356.58,218.27,2026-08-04,2026-08-04,Delivered,
SHP103033,ORD103033,PKG103033,2026-07-13,Chattogram DC,Chattogram,SEL1035,Riverside Gallery,Mymensingh,Chattogram,eCourier,SKU1032,Sunscreen SPF50,Beauty,3,9.09,4702.02,238.04,2026-07-15,2026-07-18,Delivered Late,Address issue
SHP103034,ORD103034,PKG103034,2026-06-04,Dhaka Hub,Dhaka,SEL1019,Green Fashion House,Rajshahi,Barisal,Pathao Courier,SKU1017,Saree (V2),Apparel,2,11.13,855.22,332.56,2026-06-09,2026-06-09,Delivered,
SHP103035,ORD103035,PKG103035,2025-11-25,Dhaka Hub,Dhaka,SEL1031,Prime Bazaar,Chattogram,Dhaka,RedX,SKU1048,Honey Jar,Grocery,3,9.1,9356.58,199.67,2025-11-26,2025-11-26,Delivered,
SHP103036,ORD103036,PKG103036,2026-05-26,Rajshahi DC,Rajshahi,SEL1032,Prime Trading,Khulna,Mymensingh,Sundarban Courier,SKU1027,Storage Box (V2),Home & Living,2,8.84,681.1,233.73,2026-05-28,2026-05-28,Delivered,
SHP103037,ORD103037,PKG103037,2026-05-13,Dhaka Hub,Dhaka,SEL1050,Suncity Retail,Chattogram,Khulna,Pathao Courier,SKU1046,Spice Combo,Grocery,5,3.19,9177.65,128.94,2026-05-16,,In Transit,
SHP103038,ORD103038,PKG103038,2025-12-10,Dhaka Hub,Dhaka,SEL1031,Prime Bazaar,Chattogram,Rajshahi,eCourier,SKU1010,Cotton T-Shirt,Apparel,3,11.92,5288.91,274.89,2025-12-12,,In Transit,
SHP103039,ORD103039,PKG103039,2026-04-23,Sylhet DC,Sylhet,SEL1001,Bengal Emporium,Rangpur,Sylhet,Pathao Courier,SKU1044,Green Tea Pack,Grocery,3,5.73,11310.99,186.81,2026-04-25,2026-04-25,Delivered,
SHP103040,ORD103040,PKG103040,2025-11-27,Dhaka Hub,Dhaka,SEL1041,Silver Hub,Chattogram,Sylhet,Steadfast Courier,SKU1032,Sunscreen SPF50,Beauty,1,5.13,1567.34,200.94,2025-12-02,2025-12-02,Delivered,
SHP103041,ORD103041,PKG103041,2026-02-28,Khulna DC,Khulna,SEL1046,Smart Traders,Comilla,Chattogram,Steadfast Courier,SKU1016,Saree,Apparel,5,6.12,12812.2,177.69,2026-03-05,,In Transit,
SHP103042,ORD103042,PKG103042,2026-06-03,Sylhet DC,Sylhet,SEL1017,Golden Outlet,Khulna,Barisal,Sundarban Courier,SKU1005,Smartwatch (V2),Electronics,3,4.85,13181.88,176.72,2026-06-06,2026-06-10,Delivered Late,Warehouse backlog
SHP103043,ORD103043,PKG103043,2025-11-05,Khulna DC,Khulna,SEL1006,Delta Store,Rajshahi,Chattogram,Sundarban Courier,SKU1003,Power Bank (V2),Electronics,1,7.2,3183.55,219.23,2025-11-07,2025-11-07,Delivered,
SHP103044,ORD103044,PKG103044,2025-12-26,Sylhet DC,Sylhet,SEL1008,Elite Depot,Chattogram,Rangpur,Pathao Courier,SKU1019,Denim Jacket (V2),Apparel,1,4.33,2897.74,159.62,2025-12-29,2025-12-29,Delivered,
SHP103045,ORD103045,PKG103045,2026-06-03,Khulna DC,Khulna,SEL1050,Suncity Retail,Chattogram,Sylhet,Steadfast Courier,SKU1047,Spice Combo (V2),Grocery,2,3.03,2808.46,148.77,2026-06-09,2026-06-09,Delivered,
SHP103046,ORD103046,PKG103046,2026-02-05,Khulna DC,Khulna,SEL1026,Metro Outlet,Sylhet,Barisal,RedX,SKU1046,Spice Combo,Grocery,4,11.15,7342.12,342.91,2026-02-08,,In Transit,
SHP103047,ORD103047,PKG103047,2026-07-30,Sylhet DC,Sylhet,SEL1031,Prime Bazaar,Chattogram,Barisal,Pathao Courier,SKU1026,Storage Box,Home & Living,1,11.15,2180.24,312.81,2026-08-03,2026-08-03,Delivered,
SHP103048,ORD103048,PKG103048,2025-09-03,Dhaka Hub,Dhaka,SEL1057,Value Hub,Dhaka,Rangpur,RedX,SKU1014,Sneakers,Apparel,1,6.06,2078.85,184.68,2025-09-05,,Cancelled,
SHP103049,ORD103049,PKG103049,2026-05-08,Chattogram DC,Chattogram,SEL1003,Classic Fashion House,Sylhet,Mymensingh,Pathao Courier,SKU1005,Smartwatch (V2),Electronics,3,11.55,13181.88,279.44,2026-05-13,2026-05-13,Delivered,
SHP103050,ORD103050,PKG103050,2026-06-09,Dhaka Hub,Dhaka,SEL1012,Elite Traders,Dhaka,Barisal,RedX,SKU1046,Spice Combo,Grocery,3,5.11,5506.59,197.65,2026-06-13,2026-06-13,Delivered,
SHP103051,ORD103051,PKG103051,2026-07-15,Dhaka Hub,Dhaka,SEL1049,Suncity Gallery,Khulna,Comilla,RedX,SKU1013,Panjabi (V2),Apparel,5,4.77,18645.05,176.4,2026-07-17,2026-07-20,Delivered Late,Courier capacity shortage
SHP103052,ORD103052,PKG103052,2025-10-25,Chattogram DC,Chattogram,SEL1032,Prime Trading,Khulna,Sylhet,Pathao Courier,SKU1010,Cotton T-Shirt,Apparel,4,11.02,7051.88,352.75,2025-10-29,,In Transit,
SHP103053,ORD103053,PKG103053,2026-08-07,Chattogram DC,Chattogram,SEL1001,Bengal Emporium,Rangpur,Mymensingh,eCourier,SKU1038,Perfume,Beauty,4,7.67,4548.24,228.09,2026-08-12,,In Transit,
SHP103054,ORD103054,PKG103054,2026-01-14,Dhaka Hub,Dhaka,SEL1042,Smart Bazaar,Rajshahi,Khulna,Pathao Courier,SKU1008,Phone Case,Electronics,2,9.2,1414.58,293.99,2026-01-18,2026-01-18,Delivered,
SHP103055,ORD103055,PKG103055,2025-12-31,Chattogram DC,Chattogram,SEL1008,Elite Depot,Chattogram,Rangpur,RedX,SKU1025,Non-stick Pan (V2),Home & Living,4,5.07,3986.72,220.77,2026-01-06,2026-01-06,Returned,
